ID,Popularity
0,41.60025
1,13.86766
2,0.42295152
3,0.025176074
4,24.677605
5,38.54835
6,30.449266
7,33.34346
8,44.479206
9,46.922916
10,0.12244672
11,1.580133
12,18.960993
13,38.396263
14,54.57344
15,41.06588
16,39.575577
17,19.168404
18,45.287514
19,-0.12497838
20,58.72452
21,4.6566806
22,24.880548
23,11.896642
24,7.1042066
25,18.601294
26,30.914864
27,9.611077
28,34.7034
29,1.648478
30,45.059994
31,74.75281
32,36.96671
33,47.675095
34,47.725643
35,43.309937
36,46.57505
37,3.943244
38,7.588645
39,36.490067
40,25.158485
41,26.614952
42,68.0952
43,18.492208
44,46.22269
45,66.793526
46,73.03848
47,20.322157
48,24.633121
49,48.031628
50,26.199203
51,1.105847
52,34.30534
53,25.923548
54,39.049458
55,43.543667
56,60.117676
57,40.234722
58,69.406296
59,36.755814
60,35.42167
61,50.21776
62,7.1130753
63,54.437874
64,0.9245893
65,57.62901
66,46.1724
67,36.41551
68,17.005991
69,61.7518
70,4.240341
71,42.783005
72,60.421856
73,46.490173
74,32.469624
75,33.406097
76,17.513006
77,27.893091
78,23.620537
79,26.368826
80,0.48720902
81,46.629337
82,33.29822
83,32.917126
84,23.471891
85,52.747307
86,56.934273
87,18.61291
88,45.74704
89,49.038673
90,44.730873
91,31.516838
92,30.653536
93,38.54844
94,0.6662082
95,43.38267
96,75.32873
97,22.69185
98,51.750046
99,23.915005
100,21.990213
101,3.3281298
102,54.36329
103,33.334637
104,46.995667
105,0.6487004
106,18.611597
107,37.023457
108,22.729145
109,29.707565
110,1.648478
111,34.954952
112,34.80408
113,2.0647388
114,15.646862
115,55.262333
116,60.20298
117,0.71839297
118,49.70965
119,45.538246
120,46.678986
121,25.364965
122,19.257568
123,0.33855453
124,36.777676
125,76.138
126,22.166893
127,62.101067
128,21.234232
129,38.324574
130,13.8618355
131,14.252645
132,31.654604
133,1.4452801
134,53.414845
135,51.499866
136,20.846788
137,28.573746
138,8.121983
139,3.6516745
140,34.952656
141,45.69464
142,30.680073
143,15.620607
144,58.23965
145,14.9830265
146,12.014029
147,35.013474
148,43.10565
149,29.685997
150,46.343113
151,12.910882
152,31.16988
153,65.93238
154,44.202145
155,41.03185
156,51.972683
157,16.227663
158,43.525444
159,22.662903
160,31.31927
161,70.51083
162,45.919445
163,39.111965
164,48.237717
165,36.47026
166,32.46994
167,0.53296304
168,48.222126
169,34.48597
