ID,Popularity
0,43.397994893326285
1,13.198677755971747
2,1.227422229569199
3,0.015236176087751754
4,26.438315159687697
5,38.397462579682944
6,32.290185685341754
7,35.05370226871892
8,48.9357663099003
9,43.09863863442169
10,0.03782288980803371
11,0.3152856389056987
12,19.595858011019697
13,40.26308704302592
14,53.841020892165545
15,40.79110679688788
16,38.55067068907095
17,29.781271919283114
18,39.307780249098684
19,0.38257811713006556
20,59.040643714282325
21,3.29694474772027
22,26.891138110748933
23,14.89931359743476
24,10.31085646089926
25,16.995738871032536
26,32.54672260621979
27,3.2738580515887614
28,34.238716542476325
29,0.19139139341273076
30,47.406796577579826
31,70.40497370162903
32,50.29022797613286
33,46.28617127262491
34,49.1692957091665
35,48.92219423949488
36,41.240912914765424
37,1.0834263034894016
38,11.63042739668743
39,34.95018997396025
40,24.639238298359214
41,25.64223072298562
42,70.0892360443588
43,17.243424801350304
44,45.828362832576374
45,62.80348102251571
46,81.40866018428024
47,19.650806869344166
48,23.542293108930057
49,49.2122968120742
50,23.033202284241817
51,0.7002517661189651
52,35.17426115121872
53,25.764915781270982
54,37.42389118962307
55,42.60939331497575
56,59.63179799384206
57,45.181677828427624
58,68.7531488920545
59,35.833295237472214
60,38.7120325509211
61,50.20353517905
62,2.907299461568884
63,57.07089881012648
64,0.8683613340671261
65,54.895907774709585
66,45.94720623486684
67,31.0576897708389
68,0.45105286851648374
69,58.127717254630575
70,0.5286616717873751
71,42.296944086685116
72,62.05890647188554
73,47.536509599897755
74,34.460809643778795
75,33.42347670392941
76,18.172908619221143
77,59.44082259622444
78,28.45445095014263
79,24.36915192643837
80,0.0
81,50.04960656590427
82,33.32453330773707
83,28.314220042691336
84,23.583750985767736
85,45.59479333203539
86,54.45731823370002
87,19.37207170307733
88,45.74138208449208
89,42.78230806509128
90,55.724248531014744
91,39.16717863312366
92,41.42292130718033
93,27.347355339427896
94,24.55318000504523
95,41.921089408944596
96,47.41289618068495
97,26.611288858040616
98,47.77866468862417
99,25.454763285447633
100,27.55106232598472
101,3.801366657307167
102,51.129196822686765
103,30.584541141725534
104,45.01637510588215
105,1.3324121606636
106,27.738243771425594
107,40.64859424434811
108,21.692057158951343
109,29.156718700182907
110,0.0
111,34.29295038838245
112,32.804287055730875
113,3.731277276907965
114,12.921592823270267
115,54.22926549144764
116,58.54498340793453
117,1.4522409115017756
118,49.786219424555796
119,42.80714171103573
120,51.07062610817118
121,26.493871210337346
122,25.592246356248076
123,3.055690668524022
124,38.95890333784654
125,69.65838912745431
126,20.093188779312182
127,63.041299470505315
128,22.95232760653873
129,37.876937261482624
130,14.589649482643788
131,1.8939257362337427
132,29.751684811313048
133,1.874006483099926
134,52.9559576787993
135,41.61748484884364
136,0.7899650274535422
137,34.14291586444331
138,5.0410662036978175
139,21.38741263209789
140,33.00424998063223
141,47.705361922469315
142,29.938175958063486
143,19.68897294076887
144,54.87495937100084
145,12.253440921854473
146,1.91671854150499
147,33.549743845098014
148,47.204773242037874
149,0.3301046114080356
150,54.13825559361899
151,1.5322358171913844
152,30.788000810174097
153,65.61066647843022
154,62.878955559741826
155,40.25319308148945
156,48.82155762772612
157,14.3248698869395
158,41.957915411032786
159,25.99610321356388
160,35.242252257334854
161,71.48777976808522
162,48.6474788254307
163,40.07048124430214
164,47.15587074112061
165,35.21155558214838
166,34.827535378748664
167,51.68799891276781
168,49.67010731038538
169,0.33484876636343275
170,67.55628397165805
171,61.916908935230765
172,63.8047140364157
173,54.180053058367164
174,22.55636543234842
175,18.135739632591214
176,48.98615450287001
177,19.569293262288415
178,53.5193766117201
179,67.75682500919233
180,40.08736192325485
181,36.40072695770202
182,0.9294620279668716
183,41.50770009630047
184,17.695194325840383
185,63.38986773600982
186,39.73088877051679
187,23.886567904217642
188,22.507246553251946
189,44.51596272588421
190,38.676489328321765
191,58.65108304341037
192,67.24361636195928
193,33.15424090640068
194,55.247663434793836
195,0.6570812082710181
196,33.37400349472011
197,42.07873575984845
198,1.0326726987828247
199,18.03392227391615
200,16.084103083184427
201,16.36490295709842
202,41.88555076141132
203,12.570455480978499
204,40.02640163722747
205,15.036666658356241
206,0.6266501859507835
207,33.828717859289206
208,39.5680253889227
209,26.24396547024947
210,47.52849590641818
211,48.93125128247702
212,0.6741502450513351
213,26.86528671255695
214,71.14436224813073
215,28.681575928137924
216,67.44866821656328
217,41.36086433148506
218,15.438198732089873
219,2.823629797703487
220,2.1499704653862906
221,42.72102126766112
222,21.380061919182392
223,39.20431903705136
224,24.3495883075572
225,31.79625725330955
226,62.401480332907894
227,35.75722980712424
228,0.0
229,3.6873139699120014
230,33.330870502930715
231,0.0
232,26.190620355678057
233,40.84704881877285
234,1.5235264337339276
235,66.95220834232141
236,21.73037336085675
237,62.09705601071172
238,0.0
239,2.7316056114843024
240,32.92607289283252
241,48.35929146272349
242,21.443365850136967
243,14.118697186302999
244,57.35692472429071
245,27.66986411931105
246,21.562751853218018
247,35.48709100064646
248,18.434540694739166
249,41.505743457613605
250,42.81939730283974
251,33.177025204062595
252,64.58262193809018
253,40.89564534088258
254,55.051295405609466
255,35.178666231042065
256,34.50626076712104
257,0.0
258,25.402147317043124
259,35.62205672463965
260,22.688476622566508
261,22.356848423589057
262,52.35630852200509
263,0.6600473279727863
264,43.20297912166564
265,1.956023290116821
266,51.633939782087275
267,19.606828026397746
268,0.7364482459308132
269,55.81935161541112
270,40.73878638670472
271,16.75309783682831
272,32.42549881572758
273,26.347845269575213
274,28.910464619774814
275,69.1599753065469
276,50.24997070861732
277,1.5588743289987304
278,2.206493792148618
279,45.57605693747595
280,50.06212702542273
281,17.15883084018049
282,24.248354963744767
283,42.0317793359697
284,44.111283595924725
285,42.31088735654913
286,42.826925894229646
287,23.244411971561576
288,5.056331082431922
289,33.36482057772575
290,64.78308873874138
291,50.60472459679797
292,25.73442360121617
293,40.49468747340015
294,0.27614447564058114
295,12.770919519519808
296,0.0
297,1.7431999786866508
298,65.14962033440638
299,54.9542150449206
300,35.41020305090981
301,40.74453762675506
302,54.16928731366648
303,24.464476657982743
304,49.19055023264716
305,26.98422125628868
306,27.644236101703356
307,5.819013565522577
308,41.77800181507189
309,50.44629477699368
310,49.460689622211376
311,0.05616929421061319
312,34.60615233899978
313,22.083163131402845
314,57.7661415771029
315,18.345894475361355
316,27.171663751273428
317,63.91683149202386
318,44.01775798143375
319,38.7927881515595
320,2.334163532623795
321,1.839790339855603
322,54.45362374419247
323,39.73568163476444
324,26.786433467450102
325,17.466119750917922
326,18.938226609974947
327,65.04946611263426
328,28.128810513884915
329,33.62398451932738
330,44.10291537195536
331,29.076410296926074
332,63.948119677496656
333,78.36542797032244
334,22.212085464850766
335,2.2889083521567914
336,24.79308801561565
337,55.77420270475737
338,35.28729654799551
339,23.07134721225055
340,19.488436858713335
341,13.38335202692259
342,45.02151714887623
343,27.561660591171773
344,51.82593394079838
345,14.908058580735691
346,33.524683362120264
347,31.512696983732948
348,47.605952767189954
349,0.5588054592572294
350,81.98678966739607
351,35.95357807195341
352,36.39940273495334
353,1.7322934332736333
354,20.517951604988433
355,63.101924100173974
356,25.20738156709497
357,62.555139114057255
358,43.53133299474673
359,52.49780297664026
360,39.84430495337184
361,13.540586536096793
362,26.44796347076769
363,23.96078590954093
364,59.5703825189104
365,19.714193982754797
366,0.7218920705235022
367,47.33813276988239
368,27.09808004853949
369,53.56390803724983
370,0.0
371,36.130326256548216
372,37.38643029074668
373,36.451200538379176
374,68.35804358290088
375,10.15651589967568
376,48.80570938487598
377,58.25181247433976
378,0.05170230373772994
379,35.686743596208174
380,0.32559984303280587
381,44.32041413259287
382,57.08731730961543
383,26.70643644651638
384,33.351550780673016
385,48.660108532299304
386,5.1388665383174335
387,40.54653727464979
388,35.484577394290675
389,70.87350310862611
390,23.528263317990564
391,36.525500509939434
392,63.888803933826296
393,38.09240647747058
394,44.59169020701372
395,22.997209110265473
396,2.5130530114520284
397,0.0
398,26.770898311481247
399,28.836749239971926
400,63.17084764675398
401,3.3519649041278132
402,37.0417483756834
403,59.37344736726085
404,33.438711781460746
405,13.944225603622002
406,44.36657804100395
407,0.39621074552864516
408,1.2455601592762091
409,61.18839499065641
410,39.59262457351483
411,67.61517811090403
412,0.0
413,45.921172733763235
414,28.401693362209947
415,56.48718003768006
416,19.40099894051393
417,69.22512404556505
418,27.572246208435917
419,63.25944478527529
420,44.951164974432224
421,36.32011972281304
422,54.85190886150053
423,52.44938432774025
424,32.22556295874918
425,10.678663888557981
426,48.13265637922615
427,48.74972799136109
428,30.18303647939383
429,40.09474552545882
430,40.992960166820396
431,34.63043727570852
432,3.293341941696074
433,0.23048824863793888
434,65.94809795637202
435,23.18379689281031
436,19.7454461371411
437,44.10810590791243
438,0.0
439,47.54511653451657
440,54.35543056696745
441,0.2857823780221531
442,38.025748624480755
443,24.589979840809757
444,11.224386664319168
445,27.548693753578704
446,0.43903023304030664
447,24.35992994109332
448,26.433060199210832
449,31.00787069516072
450,0.20264238211702487
451,47.964052952516276
452,39.18308378110391
453,55.197871840538475
454,14.354095820806997
455,35.70626102859127
456,34.593427858181165
457,47.61143797001022
458,18.73081346973037
459,55.51177341845642
460,0.00647515993851093
461,42.69114060228348
462,44.676378792981
463,2.511950580634661
464,0.6166425760412105
465,26.90106536686713
466,50.22129818230069
467,22.32859370634329
468,52.01250780113321
469,17.499993991228436
470,49.763603899655806
471,33.64071317442816
472,38.7943553665566
473,60.859784492908126
474,39.03573319251977
475,59.419560678755616
476,43.418378002166634
477,29.41378218069922
478,35.810953606058
479,49.3350852727647
480,1.5951970471919081
481,51.078255930717205
482,51.927228946005826
483,46.93680913902192
484,58.43565264443634
485,33.04974770886418
486,0.0
487,10.897765130404041
488,0.0
489,42.75773541658549
490,48.98454000723483
491,55.81062309071979
492,65.94088693727892
493,33.142133009796275
494,54.21712479415502
495,62.82564876357692
496,41.74844415607515
497,1.349010535881693
498,60.83640292000407
499,42.320243323616694
500,58.97508268483051
501,24.728371795891984
502,1.3823922640200044
503,50.735109905436204
504,21.19556192080888
505,29.382771396132064
506,39.49319803289031
507,27.06634911380971
508,49.736024689108106
509,61.92095931671585
510,56.57825812935372
511,30.20030527356875
512,0.6609365037896696
513,51.6697702941992
514,32.955359584896776
515,27.441245791892385
516,22.1972474626212
517,20.050425581459073
518,49.55435223210862
519,39.5380568111442
520,29.56212786126114
521,22.480520063360462
522,0.25093347941709654
523,44.03509024417812
524,50.788870554834205
525,32.88041924826178
526,35.474275778709774
527,0.895338604347208
528,14.325587095429938
529,42.913490087282185
530,60.15460171720116
531,44.485722946217784
532,24.79944916973242
533,35.95222081318465
534,3.0299204976300755
535,27.997830703553692
536,25.409295206734768
537,49.25550557653327
538,0.0
539,14.500253643533865
540,13.021919429335078
541,42.13761605534229
542,6.885856019178862
543,0.12589187396928403
544,28.91930598206742
545,16.733056371733973
546,46.84319116216455
547,25.84450099472014
548,4.694832987436757
549,37.425313046804945
550,24.609601191686675
551,74.37378569551957
552,20.006946869206097
553,38.290537386761116
554,9.128239076770292
555,35.54382713868269
556,21.722865205462817
557,20.11181031135181
558,54.10532950201929
559,28.68703936545384
560,30.622932471779325
561,22.99493508998109
562,42.42319374111429
563,42.3532816306234
564,40.454679374147894
565,18.25497892757946
566,49.618010167859815
567,19.05655847786501
568,37.809364107673495
569,30.771962896493676
570,22.527413570547488
571,1.7058277051178568
572,60.20351886484685
573,47.3758452203678
574,8.338770916518314
575,17.002985675468388
576,0.02483395982692735
577,26.475565146964172
578,42.15789404302829
579,61.57965742935737
580,26.95147691755709
581,35.45247369030637
582,39.46269237676697
583,28.60212758959182
584,35.92718405490824
585,46.585926361140935
586,7.737279577691149
587,0.5925169080812842
588,43.35075439876587
589,31.428672969378162
590,32.39358198899707
591,42.5797207101234
592,14.947122082497238
593,0.18455110683617768
594,0.0
595,51.83307023014923
